"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"SMNW.OUTBOUND","-33.7134405","150.9352173","401","30728.46"
"SMNW.OUTBOUND","-33.7132826","150.9351375","402","30747.48"
"SMNW.OUTBOUND","-33.7129668","150.9349777","403","30785.51"
"SMNW.OUTBOUND","-33.7121448","150.9345704","404","30884.19"
"SMNW.OUTBOUND","-33.7115852","150.9342698","405","30952.22"
"SMNW.OUTBOUND","-33.7112148","150.9340464","406","30998.23"
"SMNW.OUTBOUND","-33.7107843","150.933786","407","31051.74"
"SMNW.OUTBOUND","-33.7102025","150.9334361","408","31123.96"
"SMNW.OUTBOUND","-33.7098925","150.9332479","409","31162.52"
"SMNW.OUTBOUND","-33.7089266","150.932657","410","31282.84"
"SMNW.OUTBOUND","-33.7086331","150.9324917","411","31318.82"
"SMNW.OUTBOUND","-33.7084274","150.9323734","412","31344.14"
"SMNW.OUTBOUND","-33.7082725","150.9322927","413","31362.88"
"SMNW.OUTBOUND","-33.7079837","150.9321413","414","31397.85"
"SMNW.OUTBOUND","-33.7078732","150.9320898","415","31411.0"
"SMNW.OUTBOUND","-33.7077962","150.9320542","416","31420.16"
"SMNW.OUTBOUND","-33.7074964","150.931925","417","31455.5"
"SMNW.OUTBOUND","-33.7074079","150.9318899","418","31465.84"
"SMNW.OUTBOUND","-33.7073713","150.9318761","419","31470.1"
"SMNW.OUTBOUND","-33.7071407","150.931788","420","31496.95"
"SMNW.OUTBOUND","-33.7067688","150.9316473","421","31540.21"
"SMNW.OUTBOUND","-33.7061921","150.9314701","422","31606.25"
"SMNW.OUTBOUND","-33.7046633","150.9309726","423","31781.98"
"SMNW.OUTBOUND","-33.704132","150.9307833","424","31843.47"
"SMNW.OUTBOUND","-33.7039271","150.93071","425","31867.19"
"SMNW.OUTBOUND","-33.7035332","150.9305611","426","31913.01"
"SMNW.OUTBOUND","-33.7033776","150.9305042","427","31931.06"
"SMNW.OUTBOUND","-33.7030715","150.9303904","428","31966.61"
"SMNW.OUTBOUND","-33.7027583","150.930273","429","32003.02"
"SMNW.OUTBOUND","-33.7013893","150.929763","430","32162.05"
"SMNW.OUTBOUND","-33.6995695","150.9290714","431","32373.84"
"SMNW.OUTBOUND","-33.6986434","150.9287251","432","32481.46"
"SMNW.OUTBOUND","-33.6985106","150.9286763","433","32496.87"
"SMNW.OUTBOUND","-33.6980217","150.9284967","434","32553.59"
"SMNW.OUTBOUND","-33.6975596","150.9283195","435","32607.42"
"SMNW.OUTBOUND","-33.6969446","150.9280402","436","32680.38"
"SMNW.OUTBOUND","-33.6967219","150.9279254","437","32707.28"
"SMNW.OUTBOUND","-33.6965039","150.9278034","438","32733.97"
"SMNW.OUTBOUND","-33.69628","150.927674","439","32761.55"
"SMNW.OUTBOUND","-33.6960461","150.9275378","440","32790.4"
"SMNW.OUTBOUND","-33.6958794","150.9274326","441","32811.31"
"SMNW.OUTBOUND","-33.6954424","150.9271247","442","32867.56"
"SMNW.OUTBOUND","-33.6952176","150.9269571","443","32896.94"
"SMNW.OUTBOUND","-33.6947798","150.9266033","444","32955.54"
"SMNW.OUTBOUND","-33.6937952","150.9257857","445","33088.48"
"SMNW.OUTBOUND","-33.6931172","150.9252183","446","33180.26"
"SMNW.OUTBOUND","-33.6925839","150.9247656","447","33252.79"
"SMNW.OUTBOUND","-33.6916356","150.9239816","448","33380.64"
"SMNW.OUTBOUND","-33.691028","150.9234711","449","33463.0"
"SMNW.OUTBOUND","-33.6908796","150.9233413","450","33483.39"
"SMNW.OUTBOUND","-33.690458","150.9229697","451","33541.47"
"SMNW.OUTBOUND","-33.6901893","150.9227269","452","33578.82"
"SMNW.OUTBOUND","-33.6900452","150.9225454","453","33602.03"
"SMNW.OUTBOUND","-33.6897361","150.9221244","454","33653.98"
"SMNW.OUTBOUND","-33.6895893","150.921885","455","33681.51"
"SMNW.OUTBOUND","-33.6895003","150.9216973","456","33701.52"
"SMNW.OUTBOUND","-33.6893169","150.9213058","457","33743.13"
"SMNW.OUTBOUND","-33.6892358","150.9210737","458","33766.46"
"SMNW.OUTBOUND","-33.689166","150.9208404","459","33789.43"
"SMNW.OUTBOUND","-33.6891178","150.9206119","460","33811.28"
"SMNW.OUTBOUND","-33.6890232","150.9199902","461","33869.87"
"SMNW.OUTBOUND","-33.6890082","150.9195544","462","33910.31"
"SMNW.OUTBOUND","-33.6890196","150.9191362","463","33949.11"
"SMNW.OUTBOUND","-33.6890497","150.9188436","464","33976.44"
"SMNW.OUTBOUND","-33.6890905","150.9185444","465","34004.55"
"SMNW.OUTBOUND","-33.6892085","150.9178963","466","34066.05"
"SMNW.OUTBOUND","-33.6900813","150.9138937","467","34449.59"
"SMNW.OUTBOUND","-33.6901387","150.9135972","468","34477.81"
"SMNW.OUTBOUND","-33.6901933","150.9132405","469","34511.43"
"SMNW.OUTBOUND","-33.6902202","150.9129576","470","34537.83"
"SMNW.OUTBOUND","-33.6902389","150.9126759","471","34564.03"
"SMNW.OUTBOUND","-33.6902475","150.9124578","472","34584.28"
"SMNW.OUTBOUND","-33.690249","150.9110936","473","34710.76"
"SMNW.OUTBOUND","-33.6902851","150.9105798","474","34758.57"
"SMNW.OUTBOUND","-33.6903768","150.9101032","475","34803.92"
"SMNW.OUTBOUND","-33.6904915","150.9095712","476","34854.86"
"SMNW.OUTBOUND","-33.6906373","150.9090922","477","34902.12"
"SMNW.OUTBOUND","-33.6907851","150.9086313","478","34947.89"
"SMNW.OUTBOUND","-33.6910403","150.9080424","479","35009.4"
"SMNW.OUTBOUND","-33.6911262","150.9078264","480","35031.57"
"SMNW.OUTBOUND","-33.6912188","150.9075622","481","35058.14"
"SMNW.OUTBOUND","-33.6913287","150.9072283","482","35091.41"
"SMNW.OUTBOUND","-33.6914381","150.906893","483","35124.78"
"SMNW.OUTBOUND","-33.6916923","150.9060462","484","35208.2"
